row_id,article_id,title,content,published_at
5c015e58-211b-42f4-b8fc-a3d40c1aaedc,https://abcnews.go.com/Business/wireStory/french-farmers-force-paris-tractors-protest-free-trade-129010284,French farmers force their way through Paris with tractors to protest free trade deal - abcnews.go.com,PARIS -- Dozens of angry farmers demonstrated on Thursday in front of France's lower house of parliament after driving about a hundred tractors into Paris to protest the European Union intention to m… [+2457 chars],2026-01-08T19:21:10Z
a4cbd3fe-0f57-443d-b0d6-f132a9da7278,https://www.startribune.com/ice-agent-who-fatally-shot-woman-in-minneapolis-is-identified/601560214,Star Tribune identifies ICE agent who fatally shot woman in Minneapolis - Star Tribune,"The Immigration and Customs Enforcement agent who fatally shot a 37-year-old woman in Minneapolis on Jan. 7 is Jonathan Ross, the same officer who was dragged and injured by a fleeing driver in a sep… [+1830 chars]",2026-01-08T19:04:54Z
1e2e576f-a4bc-4e16-9a4e-f34a1991b0af,https://www.cnn.com/2026/01/08/science/cloud-9-new-celestial-object,‘Cloud-9’ celestial object could solve dark matter mystery - CNN,"Astronomers may have discovered a previously unknown type of astronomical object, nicknamed Cloud-9, that could shed light on dark matter, one of the biggest mysteries in the universe.
Dark matter i… [+7410 chars]",2026-01-08T18:47:36Z
95fff5b3-8229-45bb-b6b5-a559ee36865d,http://deadline.com/2026/01/directors-guild-awards-2026-movie-nominees-1236676457/,"DGA Awards Movie Nominees: Anderson, Coogler, Del Toro, Safdie And Zhao - Deadline","The Directors Guild of America revealed its feature film nominees Thursday for the 78th DGA Awards, with the helmers behind awards-season stalwarts One Battle After Another, Sinners, Frankenstein, Ma… [+3207 chars]",2026-01-08T18:19:00Z
dcc507c0-61aa-4d4f-aaf4-7aea61a6030c,https://www.washingtonpost.com/dc-md-va/2026/01/08/maryland-vaccine-bill-wes-moore/,Gov. Wes Moore bill would let Maryland bypass federal vaccine schedule - The Washington Post,The administration of Maryland Gov. Wes Moore (D) on Thursday proposed legislation that would empower the states health secretary to issue vaccine recommendations and bypass federal guidance making i… [+97 chars],2026-01-08T18:00:00Z
693fff72-5fc7-42c9-ad1f-3bd6d00c5d07,https://abcnews.go.com/Politics/former-democratic-house-majority-leader-steny-hoyer-announce/story?id\\u003d129006345,Former Democratic House Majority Leader Steny Hoyer announces retirement after more than 40 years in Congress - abcnews.go.com,,2026-01-08T17:48:45Z
04ea50b7-739a-4525-9011-364a8f84afbb,https://www.tmz.com/2026/01/08/bam-margera-in-talks-return-new-jackass-movie/,Bam Margera in Talks to Return for New 'Jackass' Movie - TMZ,9:50 AM PT -- The deal is sealed TMZ has learned negotiations were successful -- old and never-before-seen footage featuring Bam Margera has been cleared for the new flick. It's still unclear though … [+2391 chars],2026-01-08T17:30:02Z
5e7f9034-c8a1-4142-9822-972c9335ff21,https://www.cnbc.com/2026/01/09/johnson-johnson-strikes-deal-with-us-government-to-lower-drug-prices.html,Johnson & Johnson strikes deal with U.S. government to lower drug prices - CNBC,Johnson &amp; Johnson said on Thursday that it has reached an agreement with U.S. President Donald Trump's administration to cut drug prices for Americans in exchange for exemptions from U.S. tariffs… [+1527 chars],2026-01-09T02:19:00Z
c5bdd44b-060b-4574-9798-5cbec9665104,https://www.espn.com/mens-college-basketball/recap?gameId\\u003d401825428,"Michigan State 76-66 Northwestern (Jan 8, 2026) Game Recap - ESPN",,2026-01-09T02:15:16Z
309c4b4c-e58b-4526-8f4c-b89f88fe21aa,https://www.cnbc.com/2026/01/09/asia-pacific-markets-china-cpi-hang-seng-index-kospi-nikkei-225.html,Asia markets trade mixed ahead of China inflation data; Uniqlo owner shares jump 7% - CNBC,"Asia-Pacific markets traded mixed on Friday as investors parsed China's inflation data coming out later in the day.
China's CSI 300 fell 0.25% after its December consumer prices rose 0.8% from a yea… [+2745 chars]",2026-01-08T23:46:19Z
538e5978-bae3-494d-a6fb-b789cd44bc1f,http://deadline.com/2026/01/tangled-kathryn-hahn-mother-gothel-1236676810/,'Tangled': Kathryn Hahn In Talks to Play Mother Gothel - Deadline,"EXCLUSIVE: A wish from the internet is coming true: Kathryn Hahn is in talks with Disney to play Mother Gothel in the studio’s live-action take of Tangled. 
Gothel is the antagonist in the original … [+1797 chars]",2026-01-08T22:26:00Z
5f114bfd-4206-4e66-975d-56dfc1d39ffa,https://www.politico.com/news/2026/01/08/17-republicans-vote-to-restore-lapsed-obamacare-subsidies-00717497,17 Republicans vote to restore lapsed Obamacare subsidies - Politico,"The vote was met with applause and loud cheering from Democrats, who said it was a vindication of their partys strategy to pursue a clean extension of the subsidies.
This is a tribute to [House Mino… [+4979 chars]",2026-01-08T22:24:39Z
64af6590-5dab-49fb-a0b5-79de8069e49d,https://phys.org/news/2026-01-galaxy-wide-black-hole-jet.html,First galaxy-wide wobbling black hole jet discovered in a disk galaxy - Phys.org,"Astronomers using W. M. Keck Observatory on Maunakea, Hawaii Island have uncovered the largest and most extended stream of super-heated gas ever observed flowing from a nearby galaxy, providing the c… [+5256 chars]",2026-01-08T20:58:01Z
13bb8929-6c7d-4b22-a3f8-f6715b835541,https://www.gsmarena.com/leak_galaxy_s26_ultras_new_60w_charging_was_tested_results_fail_to_impress-news-71021.php,Leaked test results from Galaxy S26 Ultra's new 60W charging fail to impress - GSMArena.com news - GSMArena.com,"Internal testing has shown that Samsung Galaxy S26 Ultras new 60W charging can fill the battery from 0% to 75% in 30 minutes, reveals Ice Universe. This was tested under laboratory conditions, whatev… [+944 chars]",2026-01-08T20:07:02Z
395e2aca-8ea5-439b-87f7-cd2756f2a7f8,https://www.nhl.com/news/red-wings-patrick-kane-scores-500th-nhl-goal,"Kane gets 500th NHL goal, becomes 5th U.S.-born player to reach milestone - NHL.com",Patrick Kane became the fifth player born in the United States to score 500 goals in the NHL by getting two for the Detroit Red Wings in a 5-1 win against the Vancouver Canucks at Little Caesars Aren… [+1827 chars],2026-01-09T04:29:30Z
3a9a81d4-1e75-4e60-8c81-e12e891514dd,https://abcnews.go.com/US/2-shot-federal-agents-portland-sources/story?id\\u003d129038573,"2 shot by federal agent after 'targeted' stop, Portland mayor asks ICE to halt operations - abcnews.go.com",,2026-01-09T02:54:57Z
9e0810c6-0c8e-4b07-89f3-2f2d27a74c3f,https://www.cnbc.com/2026/01/08/stock-market-today-live-updates.html,"Stock futures are little changed ahead of jobs report, potential tariff ruling: Live updates - CNBC","Stock futures were near flat Thursday night ahead of a key jobs report and a potential U.S. Supreme Court ruling on tariffs. 
Futures tied to the Dow Jones Industrial Average added 7 points. S&amp;P… [+1598 chars]",2026-01-09T01:13:00Z
94f1ee8d-b61b-45ac-9c6b-6cecb57fed1c,http://9to5google.com/2026/01/08/google-fi-store-tablet/,Google Fi starts selling its first 5G tablet - 9to5Google,"Following phones and watches, the Google Fi store is getting its first tablet with the Samsung Galaxy Tab A11+ 5G.
This Android 16 tablet has an 11-inch (1,920 x 1,200) LCD display with a 90 Hz refr… [+856 chars]",2026-01-08T22:49:00Z
59971bc2-a3d0-4450-8661-82126ec80474,https://www.npr.org/2026/01/08/nx-s1-5671156/pitt-season-2-tv-show-medicine,Doctors says ‘The Pitt’ reflects the gritty realities of medicine today - NPR,The first five minutes of the new season of The Pitt instantly capture the state of medicine in the mid-2020s: a hectic emergency department waiting room; a sign warning that aggressive behavior will… [+8488 chars],2026-01-08T22:02:03Z
7b8feaa0-1244-4820-89e6-3d0c1eac1c0a,https://www.espn.com/mlb/story/_/id/47552639/sources-9-mlb-teams-end-deals-main-street-sports-group,Sources: 9 MLB teams end deals with Main Street Sports Group - ESPN,"In response to more financial instability from their regional sports network operator, and in hopes of providing themselves with some much-needed flexibility, nine Major League Baseball teams have te… [+4544 chars]",2026-01-08T21:49:00Z
9a26f945-0eef-4eb1-ab63-668bbd0797a4,https://www.dallascowboys.com/news/past-present-witten-to-join-ou-coaching-staff,Past/Present: Witten to join OU coaching staff - Dallas Cowboys | Official Site of the Dallas Cowboys,Jason Witten is expected to reunite with DeMarco Murray on the OU coaching staff.,2026-01-08T21:05:02Z
1615503d-cdab-42de-8cc3-5a1042f890cc,https://www.cnn.com/2026/01/09/asia/landfill-collapse-philippines-intl-hnk,"Landfill collapse kills 1 and leaves at least 27 missing, Philippine police say - CNN","An avalanche of garbage buried workers at a waste segregation facility in a central Philippine city, killing one person, injuring seven and leaving at least 27 others missing, police said Friday.
Re… [+1776 chars]",2026-01-09T06:33:08Z
79d27e48-d7fa-4b67-b933-475810ad7848,https://apnews.com/article/immigration-shooting-oregon-5eeffe06106f711b8a17f6072ad9b53d,"Federal immigration officers shoot and wound 2 people in Portland, Oregon, authorities say - AP News","PORTLAND, Ore. (AP) Federal immigration agents shot and wounded two people in a vehicle outside a hospital in Portland on Thursday, a day after an officer fatally shot a woman in Minnesota, authoriti… [+4904 chars]",2026-01-09T05:43:00Z
74b703f8-20f3-48df-b4a9-9753b7a5cc80,https://www.ft.com/content/a4fc6106-5a61-4a89-9400-c17c87fb1920,DeepSeek rival’s shares jump 87% in China AI listings boom - Financial Times,"was $409now $149 for your first year
Delivery Monday - Saturday, including FT Weekend and FT Digital Edition: all the content of the FT newspaper on any device. Savings based on annual price.
<ul><… [+221 chars]",2026-01-09T02:20:36Z
23d25f16-c6a7-4980-bc8c-b5c88db33929,https://www.nintendo.com/us/whatsnew/fire-emblem-path-of-radiance-comes-to-nintendo-classics/,Fire Emblem: Path of Radiance comes to Nintendo Classics! – News – Nintendo Official Site - Nintendo,"01/08/26Learn more
Fire Emblem: Path of Radiance comes to Nintendo Classics!
The tactical RPG arrives on Nintendo Classics!
Nintendo Switch Online + Expansion Pack members with the Nintendo Switch… [+1217 chars]",2026-01-09T02:01:56Z
b547fc81-2577-464c-b644-c96b9af9bbe7,https://abcnews.go.com/Business/wireStory/hochul-mamdani-unveil-free-child-care-plan-new-129013299,Hochul and Mamdani to unveil free child care plan in New York City - abcnews.go.com,"NEW YORK -- New York City parents may soon have access to free child care for their 2-year-olds, under a plan set to be unveiled Thursday by Gov. Kathy Hochul and Mayor Zohran Mamdani.
The two Democ… [+1349 chars]",2026-01-09T01:40:24Z
d35345b2-5cd6-44a4-997a-8829eac54595,https://understandingwar.org/research/russia-ukraine/russian-offensive-campaign-assessment-january-8-2026/,"Russian Offensive Campaign Assessment, January 8, 2026 - Institute for the Study of War",Preliminary unconfirmed reports suggested that Russian forces may have conducted an Oreshnik IRBM strike against Lviv Oblast.,2026-01-09T01:26:41Z
be235211-3681-43a4-ae3b-639fd07dc744,https://www.leagueoflegends.com/en-us/news/game-updates/season-start-for-demacia-emote-twitch-drops/,Season Start: For Demacia! Emote Twitch Drops - League of Legends,"To kick off the new ranked season, and to celebrate all things Demacia!, were teaming up with our League Partner Program (LPP) creators for a special, two-week Twitch Drops event! This is our way of … [+4959 chars]",2026-01-09T01:16:00Z
bda19b55-e0c4-4cfb-95bd-2547a9cfed12,https://finance.yahoo.com/news/trump-china-problem-venezuela-beijings-010046180.html,Trump has a China problem in Venezuela: What to do with Beijing's debt and oil stakes - Yahoo Finance,"WASHINGTON (AP) When it comes to claiming that Venezuelan oil is now under his control, President Donald Trump is mincing no words. But no small part of that oil belongs to China under contracts it s… [+6143 chars]",2026-01-09T01:02:17Z
171e2b5f-84bf-4fbb-b5c3-8448036bc580,https://www.espn.com/college-football/story/_/id/47557832/miami-great-lewis-offers-encouragement-ole-miss-rb-lacy,"Miami's Lewis encourages Lacy, resilient Rebels - ESPN","GLENDALE, Ariz. -- As Ole Miss standout running back Kewan Lacy made his way to the locker room after the Rebels' 31-27 loss to Miami in the Vrbo Fiesta Bowl, former Hurricanes and Baltimore Ravens l… [+4714 chars]",2026-01-09T07:38:00Z
b26d064b-cf2a-48d9-821d-4d83e7f4aa30,https://apnews.com/article/philippines-black-nazarene-procession-161e06056084744f502169ffb72e5d13,Filipino Catholics express outrage over corruption scandal during massive religious procession - AP News,"MANILA, Philippines (AP) A massive crowd of mostly barefoot Filipino Catholics joined an annual procession of a centuries-old statue of Jesus Christ in the Philippine capital Friday, with some using … [+4694 chars]",2026-01-09T06:57:00Z
51c8aa1b-f980-4aa4-8c40-e65bfe8cda06,https://mashable.com/article/ces-2026-infinity-by-peuty-smart-oled-handbag,CES 2026: Would you spend $9K on this OLED smart purse? - Mashable,Check out the handbag for the elite who want something that no one else has.,2026-01-09T02:53:35Z
defe235b-2a4c-4370-a15a-4a408efe1148,https://abc7.com/post/bear-removed-living-underneath-altadena-home-months/18374455/,Bear removed after living underneath Altadena home for months - ABC7 Los Angeles,"ALTADENA, Calif. (KABC) -- The bear that's been living underneath an Altadena home for almost two months has been removed.
The bear -- now known as Yellow 2120 -- made its way into the homeowner's c… [+1826 chars]",2026-01-09T01:15:03Z
1837cb3b-6a27-4fdc-83b1-c2f3673eba3e,https://www.washingtonpost.com/health/2026/01/09/ivf-fertility-aging-eggs/,Scientists find new clues to why female fertility declines with age - The Washington Post,"Scientists are making inroads in understanding one of the central mysteries of human reproduction: Why do womens eggs deteriorate as they age?
The broad strokes have beenwell-known the ticking of a … [+159 chars]",2026-01-09T11:32:17Z
43094520-bff3-4b48-b594-5aa612823fd5,https://apnews.com/article/iran-protests-us-israel-war-economy-54e4024a0b9e6a9f3ab49153c8e28f05,Iran’s supreme leader says protesters are ‘ruining their own streets’ to please Trump - AP News,"DUBAI, United Arab Emirates (AP) Irans supreme leader signaled Friday that security forces would crack down on protesters, directly challenging U.S. President Donald Trumps pledge to support those pe… [+6400 chars]",2026-01-09T11:04:00Z
e72b8e05-96ad-4913-9686-9c13ab3bfad7,https://www.npr.org/2026/01/09/nx-s1-5671094/npr-ipsos-us-opinion-poll-foreign-affairs,Many Americans say the U.S. is not a moral leader but want it to be: NPR/Ipsos poll - NPR,"Americans from across the political spectrum say the U.S. should be the moral leader of the world, but far fewer believe that it actually is today than previously, according to a new NPR/Ipsos poll.… [+4433 chars]",2026-01-09T10:00:00Z
42eda009-22a2-48ef-abd0-724a11488cac,https://www.npr.org/sections/shots-health-news/2026/01/09/nx-s1-5670382/primary-care-doctor-shortage-medical-ai-diagnosis,"Your next primary care doctor could be online only, accessed through an AI tool : Shots - Health News - NPR","When her doctor died suddenly in August, Tammy MacDonald found herself among the roughly 17% of adults in America without a primary care physician. 
MacDonald wanted to find a new doctor right away.… [+10802 chars]",2026-01-09T10:00:00Z
fd65eaec-2329-4926-ae61-50e2e2facd13,https://finance.yahoo.com/news/nvidia-chipmaker-tsmc-sees-revenue-053720561.html,Nvidia’s Go-To Chipmaker TSMC Sees Revenue Top Estimates - Yahoo Finance,"(Bloomberg) Taiwan Semiconductor Manufacturing Co.s (TSM, 2330.TW) revenue topped estimates, reinforcing hopes of sustained global AI spending in 2026 despite concerns about an industry bubble.
The … [+2113 chars]",2026-01-09T09:10:24Z
e33bfb52-48da-47c0-9dcd-d39778dcc23d,https://www.bbc.com/news/articles/c99kn52nx9do,Elon Musk's Grok AI image editing limited to paid users after deepfakes - BBC,"Elon Musk's platform X has limited image editing with its AI tool Grok to paying users, after it came under fire for allowing people to make sexualised deepfakes.
There has been a significant backla… [+4100 chars]",2026-01-09T09:02:11Z
1bf51a1f-59f5-454c-b826-cc464515fa38,https://www.cnbc.com/2026/01/09/heres-whats-happening-now-with-mortgage-rates-.html,Here’s what’s happening now with mortgage rates after Trump's latest push on housing affordability - CNBC,"Mortgage rates fell sharply on Friday, a day after President Donald Trump said on social media that he is instructing mortgage giants Fannie Mae and Freddie Mac to buy $200 billion in mortgage bonds.… [+5248 chars]",2026-01-09T16:03:38Z
c1c4a8eb-1eb6-457c-bddb-99e3425419a3,https://apnews.com/article/britain-france-goretti-storm-d9d2d60fcc34a7a3be8033c5d739e843,Winter storm slams UK and France as cold snap spreads across Europe - AP News,LONDON (AP) Thousands of homes and businesses across northern France and southern England were without power Friday morning and residents faced widespread travel delays after a storm swept in off the… [+4329 chars],2026-01-09T15:25:00Z
3eef782a-8442-4542-903d-8b113e4ef143,https://www.yahoo.com/news/us/live/minneapolis-shooting-live-updates-agent-who-killed-renee-nicole-good-identified-protests-grow-after-2-shot-by-border-patrol-in-portland-143259569.html,Minneapolis shooting live updates: Agent who killed Renee Nicole Good identified; protests grow after 2 shot by Border Patrol in Portland - Yahoo,"Two people were shot and wounded by a Border Patrol agent in Portland, Ore., on Thursday, a day after the fatal shooting of a woman by an Immigration and Customs Enforcement officer in Minneapolis. T… [+1654 chars]",2026-01-09T15:07:36Z
6912810c-50fe-4beb-8b86-d65eb529bf68,https://www.cnn.com/2026/01/09/europe/pope-leo-state-of-world-address-envoys-intl,Pope Leo says ‘war is back in vogue’ in major address to global envoys - CNN,"Pope Leo XIV has said the prohibition on countries violating one anothers borders has been completely undermined, in an important speech to diplomats gathered in the Vatican.
The first United States… [+5601 chars]",2026-01-09T13:52:21Z
24094453-e27c-49a6-8ab3-66172555c766,https://www.cbsnews.com/news/iceberg-a23a-turns-blue-verge-of-complete-disintegration-nasa/,"Massive iconic iceberg turns blue and is ""on the verge of complete disintegration,"" NASA says - CBS News","One of the largest and oldest icebergs ever tracked by scientists has turned blue and is ""on the verge of complete disintegration,"" NASA said on Thursday.
A23a, a massive wall of ice that was once t… [+3042 chars]",2026-01-09T13:35:27Z
f8c93ddd-2dd2-4581-ab11-14a5e15a1a54,https://www.cnbc.com/2026/01/09/jobs-report-december-2025.html,"U.S. payrolls rose 50,000 in December, less than expected; unemployment rate falls to 4.4% - CNBC","The U.S. labor market ended 2025 on a soft note, with job creation in December less than expected, according to a report Friday from the Bureau of Labor Statistics.
Nonfarm payrolls rose a seasonall… [+3942 chars]",2026-01-09T13:31:00Z
0b46257d-3f73-4888-a7e7-cbec6d2564fe,https://www.npr.org/2026/01/09/nx-s1-5672325/venezuela-releases-imprisoned-opposition-figures-trump-says-us-requested,"Venezuela releases imprisoned opposition figures, which Trump says U.S. requested - NPR","GUATIRE, Venezuela Venezuela released a number of imprisoned high-profile opposition figures, activists and journalists both citizens and foreigners Thursday in what the government described as a ges… [+7080 chars]",2026-01-09T12:22:42Z
66a2dfbc-2b3a-445c-8fa2-5e5897e062d6,https://www.cnn.com/2026/01/09/health/measles-elimination-investigation,US builds case to retain measles elimination status as infections mount - CNN,"U.S. officials are building a case that ongoing measles outbreaks in South Carolina and other states are unrelated to last years major outbreak in Texas, as it tries to retain its status of having el… [+4848 chars]",2026-01-09T12:00:58Z
a1412b4c-4f68-4ded-9c26-2ecb88de17ef,https://variety.com/2026/film/awards/bafta-awards-longlists-one-battle-after-another-hamnet-sinners-1236627069/,"BAFTA Awards Longlists: One Battle After Another Leads Hamnet, Sinners - Variety","“One Battle After Another” has further strengthened its long-touted position as the movie to beat this awards season, landing atop the lineup of longlisted titles following the first round of voting … [+8845 chars]",2026-01-09T12:00:00Z
7510d270-b07f-4884-982f-2d0a76dfa590,https://corporate.exxonmobil.com/news/news-releases/2026/our-perspective-regarding-the-situation-in-venezuela,Our perspective regarding the situation in Venezuela as shared with President Trump - Exxon Mobil Corporation,"Darren delivered the following remarks at the White House:
Thank you, Mr. President, I appreciate the invitation and the opportunity for the entire industry to show up and provide perspective.
Fran… [+3953 chars]",2026-01-09T22:49:50Z
d93cdeae-41b8-45a6-a56c-e4ff962524a0,https://www.espn.com/soccer/report/_/gameId/762493,"Wrexham 3-3 Nottm Forest (Jan 9, 2026) Game Analysis - ESPN","Wrexham celebrated victory over Premier League opposition for the first time in 26 years, as they beat last season's semifinalists Nottingham Forest in a penalty shootout in the FA Cup third round on… [+3750 chars]",2026-01-09T22:41:28Z
7519cb1c-8046-4b1e-80b9-9660279afda5,https://www.cnbc.com/2026/01/09/trump-greenland-military-denmark-nato.html,Trump: ‘We are going to do something on Greenland whether they like it or not’ - CNBC,"President Donald Trump said Friday his administration will take action on Greenland ""whether they like it or not,"" further escalating his rhetoric as he pushes to acquire the Danish territory for the… [+1972 chars]",2026-01-09T21:23:07Z
0f05b118-1ff8-4686-8abb-1bd107b1f555,https://www.espn.com/golf/story/_/id/47563165/sources-brooks-koepka-reapplies-pga-tour-membership,Sources: Koepka seeking PGA Tour reinstatement - ESPN,"Brooks Koepka applied for reinstatement of his PGA Tour membership Friday, sources told ESPN, the first step in the five-time major champion's potential return to the tour.
Koepka, 35, left the LIV … [+1875 chars]",2026-01-09T21:22:00Z
954ae35e-82b9-42cb-a0d7-dbe94034e3f4,https://www.kcur.org/health/2026-01-12/kansas-city-super-flu-variant-influenza-illness-sick-respiratory-hospital,Kansas City hit by a new ‘super flu’ variant causing a surge of cases - KCUR,"If youve been sick with a nasty respiratory virus in the past few weeks, or know someone who is, youre not alone. In the last week of 2025, Kansas City saw its fourth-highest weekly total
 influenza… [+3118 chars]",2026-01-09T20:35:06Z
a1add7dc-563e-4ea4-9391-415de76268c1,https://arstechnica.com/google/2026/01/google-dont-make-bite-sized-content-for-llms-if-you-care-about-search-rank/,Google: Don’t make “bite-sized” content for LLMs if you care about search rank - Ars Technica,Google says creating for people rather than robots is the best long-term strategy.,2026-01-09T20:27:34Z
d467758f-41b2-4b34-9764-d5d0a2989e68,https://www.npr.org/sections/shots-health-news/2026/01/09/nx-s1-5671750/cdc-childhood-vaccines-universal-recommendation-rotavirus-hepatitis,The CDC Just Sidelined These Childhood Vaccines. Here’s What They Prevent : Shots - Health News - NPR,"The federal government has drastically scaled back the number of recommended childhood immunizations, sidelining six routine vaccines that have safeguarded millions from serious diseases, long-term d… [+8555 chars]",2026-01-09T20:06:42Z
5ce81647-d92d-4efd-aedb-f248cde6fa26,https://phys.org/news/2026-01-age-fishes-began-mass-death.html,"The 'Age of Fishes' began with mass death, fossil database reveals - Phys.org","Some 445 million years ago, life on Earth was forever changed. During the geological blink of an eye, glaciers formed over the supercontinent Gondwana, drying out many of the vast, shallow seas like … [+7420 chars]",2026-01-09T19:00:05Z
ca8412e7-1ed6-47cb-a6c5-a31935ca9cc6,https://www.cnn.com/2026/01/09/health/why-we-drink-alcohol-wellness,"Why some people can’t stay away from alcohol, even when they know it’s hurting them - CNN",Researchers came to Dr. Chris Knowles school in England when he was 18 years old to run an experiment. They wanted to see which novice drinkers responded the most to alcohol and who would later go on… [+8038 chars],2026-01-09T18:59:44Z
49f7e79c-51f2-4681-b8ed-9562537a5858,https://www.patriots.com/news/expert-predictions-wild-card-picks-for-chargers-at-patriots,Expert Predictions: Wild Card Picks for Chargers at Patriots - Official website of the New England Patriots,Experts share their picks for the Patriots Wild Card matchup against the Los Angeles Chargers.,2026-01-09T18:15:29Z
9855dd5f-6b65-42e4-be45-de7e74befa1e,https://www.bbc.com/sport/tennis/articles/cgrdg2x78d5o,Brisbane International: Aryna Sabalenka sets up Marta Kostyuk final - BBC,"World number one Aryna Sabalenka reached the final of the Brisbane International for the third year in a row with a 6-3 6-4 win against Karolina Muchova.
Sabalenka is aiming to win a third Australia… [+565 chars]",2026-01-10T07:06:43Z
5098857b-ce62-432a-b0b1-e9bef79762d1,https://abcnews.go.com/International/wireStory/north-korea-vows-response-accuses-south-flying-drones-129077683,North Korea vows response as it accuses the South of flying drones across the border - abcnews.go.com,"SEOUL, South Korea -- North Korea's military accused South Korea of flying drones across the border between the nations this week, warning Saturday that South Korea will face consequences for its unp… [+2942 chars]",2026-01-10T03:21:52Z
a52df273-3730-44a5-892c-f0d248f6615b,https://www.bbc.com/news/articles/czdq1z73pv9o,'Out of stock': What went wrong at luxury retailer Saks? - BBC,"Danielle KayeBusiness reporter
Shoppers leave a Saks Fifth Avenue store on December 30, 2025 in Chicago, Illinois.
On a recent January morning, tourists admired the rows of Balenciaga and Burberry … [+6905 chars]",2026-01-10T03:13:16Z
